1293,WGAM,WGAM-2,Chandrapur,0 1232.4,0,1232.4,0 6786.0 0,6786.0,357,7143.0,0 639.3 0,639.3,0 28.1 0,28.1,0,667.3,0,667.3
1294,WGAM,WGAM-3,Chandrapur,0 1421.8,0,1421.8,0 12119.0 0,12119.0,4040,16159.0,0 1326.6 0,1326.6,0 68.2 0,68.2,0,1394.8,0,1394.8
1295,WGAM,WGAM-4,Chandrapur,0 1421.8,0,1421.8,0 5254.0 0,5254.0,1943,7197.0,0 575.1 0,575.1,0 73.6 0,73.6,0,648.7,0,648.7
1296,WGAM,WGAM-5,Chandrapur,1457.2 1457.2,0,1457.2,8427.0 12281.0 0,20708.0,0,20708.0,786.7 1146.4 0,1933.1,1946.0 141.7 0,2087.7,2732.7,1288.1,0,4020.8
1297,WGAM,WGAM-6,Chandrapur,1421.8 1421.8,0,1421.8,5535.0 15219.0 0,20754.0,1857,22611.0,509.0 1665.9 0,2174.9,1140.7 34.9 0,1175.6,1649.7,1700.8,0,3350.5
1298,WGAMA,WGAMA-0,Chandrapur,0 1421.8,0,1421.8,0 8029.0 0,8029.0,0,8029.0,0 878.9 0,878.9,0 9.0 0,9.0,0,887.9,0,887.9
1299,WGAMB,WGAMB-0,Chandrapur,1457.2 1457.2,0,1457.2,8585.0 21285.0 0,29870.0,1497,31367.0,879.7 2384.4 0,3264.0,1267.6 150.3 0,1417.9,2147.2,2534.7,0,4681.9
1300,WGAMG,WGAMG-0,Chandrapur,0 1280.5,0,1280.5,0 28133.0 0,28133.0,4964,33097.0,0 2754.2 0,2754.2,0 388.1 0,388.1,0,3142.2,0,3142.2
1301,WGAMG,WGAMG-0,Chandrapur,0 1280.5,0,1280.5,0 10981.0 0,10981.0,0,10981.0,0 1586.8 0,1586.8,0 78.0 0,78.0,0,1664.8,0,1664.8
1302,WGAMH,WGAMH-1,Chandrapur,0 1421.8,0,1421.8,0 4250.0 0,4250.0,11244,15494.0,0 465.2 0,465.2,0 51.3 0,51.3,0,516.5,0,516.5
1303,WGAMH,WGAMH-2,Chandrapur,1421.8 1421.8,0,1421.8,2232.0 6711.0 0,8943.0,471,9414.0,229.4 734.6 0,963.9,606.5 28.1 0,634.6,835.8,762.7,0,1598.5
1304,WGAMH,WGAMH-3,Chandrapur,0 1280.5,0,1280.5,0 9984.0 0,9984.0,4279,14263.0,0 488.7 0,488.7,0 107.0 0,107.0,0,595.7,0,595.7
1305,WGAMJ,WGAMJ-0,Chandrapur,0 1457.2,0,1457.2,0 22362.0 0,22362.0,1000,23362.0,0 2505.0 0,2505.0,0 129.0 0,129.0,0,2634.0,0,2634.0
1306,WGAMK,WGAMK-0,Chandrapur,0 1280.5,0,1280.5,0 11898.0 0,11898.0,4959,16857.0,0 582.4 0,582.4,0 148.4 0,148.4,0,730.8,0,730.8
1307,WGAMN,WGAMN-0,Chandrapur,0 1280.5,0,1280.5,0 6907.0 0,6907.0,2960,9867.0,0 338.1 0,338.1,0 53.4 0,53.4,0,391.5,0,391.5
1308,WGAMN,WGAMN-0,Chandrapur,0 1280.5,0,1280.5,0 5166.0 0,5166.0,2214,7380.0,0 220.0 0,220.0,0 33.6 0,33.6,0,253.6,0,253.6
1309,WGAMP,WGAMP-0,Chandrapur,1232.4 1232.4,0,1232.4,2741.0 16643.0 0,19384.0,3420,22804.0,254.1 1567.9 0,1822.0,177.2 126.8 0,304.0,431.3,1694.7,0,2126.0
1310,WGB,WGB-0,Chandrapur,0 1457.2,0,1457.2,0 43517.0 0,43517.0,440,43957.0,0 4874.8 0,4874.8,0 524.3 0,524.3,0,5399.1,0,5399.1
1311,WGB,WGB-0,Bhandara,0 1395.1,0,1395.1,0 1005.0 0,1005.0,0,1005.0,0 80.3 0,80.3,0 5.9 0,5.9,0,86.2,0,86.2
1312,WGB,WGB-1,Nagpur,1223.2 1223.2,0,1223.2,220.0 8292.0 0,8512.0,8512,17024.0,13.9 610.1 0,624.0,24.7 110.7 0,135.4,38.6,720.7,0,759.3
1313,WGB,WGB-2,Nagpur,1223.2 1223.2,0,1223.2,1261.0 11169.0 0,12430.0,11430,23860.0,79.6 1016.2 0,1095.8,104.8 190.5 0,295.3,184.4,1206.7,0,1391.1
1314,WGB,WGB-3,Nagpur,0 1223.2,0,1223.2,0 7973.0 0,7973.0,3339,11312.0,0 735.5 0,735.5,0 30.0 0,30.0,0,765.4,0,765.4
1315,WGB,WGB-3,Bhandara,0 1377.3,0,1377.3,0 12732.0 0,12732.0,0,12732.0,0 1006.7 0,1006.7,0 176.9 0,176.9,0,1183.6,0,1183.6
1316,WGB,WGB-4,Bhandara,1377.3 1377.3,0,1377.3,6344.0 8463.0 0,14807.0,775,15582.0,501.6 577.4 0,1079.0,362.0 171.3 0,533.2,863.6,748.7,0,1612.2
1317,WGC,WGC-1,Bhandara,1557.1 1557.1,0,1557.1,2370.0 20443.0 0,22813.0,2331,25144.0,141.8 1832.5 0,1974.3,403.6 292.1 0,695.7,545.4,2124.6,0,2670.0
1318,WGC,WGC-2 A,Gondia,1560.8 1560.8,0,1560.8,5219.0 5766.0 0,10985.0,1815,12800.0,511.9 576.0 0,1087.9,615.5 49.7 0,665.2,1127.4,625.6,0,1753.1
1319,WGC,WGC-2 B,Bhandara,1557.1 1557.1,0,1557.1,9062.0 2642.0 0,11704.0,360,12064.0,812.3 236.8 0,1049.1,839.4 266.2 0,1105.6,1651.7,503.0,0,2154.7
1320,WGC,WGC-3 A,Gondia,1537.4 1537.4,0,1537.4,8456.0 8232.0 0,16688.0,0,16688.0,689.3 838.8 0,1528.1,1104.7 103.8 0,1208.5,1794.0,942.6,0,2736.5
1321,WGC,WGC-3 B,Bhandara,1557.9 1557.9,0,1557.9,650.0 4858.0 0,5508.0,0,5508.0,47.4 363.3 0,410.7,28.7 137.6 0,166.3,76.2,500.9,0,577.0
1322,WGC,WGC-4,Bhandara,1557.1 1557.1,0,1557.1,1953.0 13494.0 0,15447.0,300,15747.0,175.1 984.7 0,1159.8,286.5 520.4 0,807.0,461.6,1505.2,0,1966.8
1323,WGC,WGC-5,Bhandara,1557.1 1557.1,0,1557.1,5416.0 28621.0 0,34037.0,400,34437.0,464.6 2565.6 0,3030.1,854.9 673.6 0,1528.4,1319.4,3239.1,0,4558.5
1324,WGC,WGC-6,Bhandara,1557.9 1557.9,0,1557.9,3306.0 27359.0 0,30665.0,125,30790.0,453.2 4338.5 0,4791.8,35889.7 1558.7 0,37448.3,36342.9,5897.2,0,42240.1
1325,WGC,WGC-7,Bhandara,1557.9 1557.9,0,1557.9,9015.0 13138.0 0,22153.0,38,22191.0,674.1 1178.2 0,1852.3,3631.3 165.4 0,3796.8,4305.4,1343.6,0,5649.1
1326,WGC,WGC-8,Gondia,1560.8 1560.8,0,1560.8,2681.8 16499.2 0,19181.0,1440,20621.0,253.7 1324.0 0,1577.7,1339.3 103.9 0,1443.2,1593.1,1427.9,0,3021.0
1327,WGCB,WGCB-0,Gondia,1608.0 1608.0,0,1608.0,1018.4 12671.6 0,13690.0,200,13890.0,104.8 1107.7 0,1212.5,299.4 175.6 0,475.0,404.2,1283.3,0,1687.5
1328,WGCK,WGCK-0 B,Bhandara,1557.1 1557.1,0,1557.1,1710.0 11943.0 0,13653.0,729,14382.0,153.3 1070.6 0,1223.8,258.7 349.4 0,608.1,412.0,1419.9,0,1831.9
1329,WGCK,WGCK-A,Gondia,1560.8 1560.8,0,1560.8,791.7 5168.3 0,5960.0,0,5960.0,94.9 516.3 0,611.1,457.3 16.4 0,473.7,552.1,532.7,0,1084.8
1330,WGCS,WGCS-0,Gondia,0 1560.8,0,1560.8,0 14820.0 0,14820.0,5729,20548.6,0 1589.0 0,1589.0,8.2 520.1 0,528.3,8.2,2109.1,0,2117.3
1331,WGCU,WGCU-0,Gondia,1560.8 1560.8,0,1560.8,455.9 10567.1 0,11023.0,373,11396.0,45.5 845.1 0,890.7,169.7 167.2 0,336.9,215.2,1012.3,0,1227.6
1332,WGG,WGG-1,Gondia,0 1537.4,0,1537.4,0 7335.0 0,7335.0,3250,10585.0,0 749.0 0,749.0,2.1 36.4 0,38.5,2.1,785.3,0,787.4
1333,WGG,WGG-10,Gadchiroli,1239.5 1239.5,0,1239.5,2453.0 16845.0 0,19298.0,0,19298.0,218.9 1720.0 0,1939.0,1247.5 115.7 0,1363.2,1466.4,1835.7,0,3302.1
1334,WGG,WGG-2,Gondia,0 1498.3,0,1498.3,0 5172.0 0,5172.0,6433,11605.2,0 420.1 0,420.1,0 52.8 0,52.8,0,472.9,0,472.9
1335,WGG,WGG-3,Gondia,1537.4 1537.4,0,1537.4,270.2 6546.9 0,6817.0,2167,8983.5,27.5 785.9 0,813.4,51.2 99.3 0,150.6,78.8,885.2,0,963.9
1336,WGG,WGG-3,Gadchiroli,0 1356.7,0,1356.7,0 150.0 0,150.0,1854,2004.0,0 14.7 0,14.7,0 1.7 0,1.7,0,16.3,0,16.3
1337,WGG,WGG-4,Gondia,0 1537.4,0,1537.4,0 18072.5 0,18072.5,487,18559.5,0 2030.5 0,2030.5,0 157.1 0,157.1,0,2187.6,0,2187.6
1338,WGG,WGG-5,Gondia,1537.4 1537.4,0,1537.4,1812.0 10513.0 0,12325.0,750,13075.0,184.6 1285.4 0,1470.1,1555.8 56.5 0,1612.3,1740.4,1342.0,0,3082.4
1339,WGG,WGG-6,Gondia,1537.4 1537.4,0,1537.4,7316.7 12189.3 0,19506.0,675,20181.0,745.5 1242.0 0,1987.5,2206.8 68.6 0,2275.4,2952.3,1310.6,0,4262.9
1340,WGG,WGG-7,Gadchiroli,0 1377.1,0,1377.1,0 5011.0 0,5011.0,0,5011.0,0 596.2 0,596.2,0 115.2 0,115.2,0,711.4,0,711.4
1341,WGG,WGG-8,Gadchiroli,0 1377.1,0,1377.1,0 8487.0 0,8487.0,943,9430.0,0 809.6 0,809.6,2.1 238.3 0,240.4,2.1,1047.9,0,1050.0
1342,WGG,WGG-9,Gadchiroli,0 1239.5,0,1239.5,0 15064.8 0,15064.8,3766,18831.0,0 1613.3 0,1613.3,0 358.3 0,358.3,0,1971.6,0,1971.6
1343,WGGC,WGGC-0,Gadchiroli,0 1356.7,0,1356.7,0 314.1 0,314.1,5902,6216.0,0 36.8 0,36.8,0 4.7 0,4.7,0,41.5,0,41.5
1344,WGGD,WGGD-0,Gadchiroli,0 1356.7,0,1356.7,0 130.0 0,130.0,1554,1684.0,0 15.2 0,15.2,0 1.8 0,1.8,0,17.0,0,17.0
1345,WGGD,WGGD-0,Gondia,0 1498.3,0,1498.3,0 12880.0 0,12880.0,1500,14380.0,0 1493.6 0,1493.6,0 78.8 0,78.8,0,1572.4,0,1572.4
1346,WGGS,WGGS-0,Gondia,0 1498.3,0,1498.3,0 3594.0 0,3594.0,2000,5594.0,0 278.0 0,278.0,0 22.5 0,22.5,0,300.5,0,300.5
1347,WGK,WGK-1,Gadchiroli,0 1373.3,0,1373.3,0 28727.8 0,28727.8,290,29018.0,0 3408.7 0,3408.7,0.3 566.7 0,566.9,0.3,3975.3,0,3975.6
1348,WGK,WGK-1,Gadchiroli,0 1467.6,0,1467.6,0 18368.1 0,18368.1,2041,20409.0,0 2329.1 0,2329.1,0 210.8 0,210.8,0,2539.9,0,2539.9
1349,WGK,WGK-1,Nagpur,1066.9 1066.9,0,1066.9,2544.0 15617.0 0,18161.0,8783,26944.0,173.7 861.6 0,1035.3,123.6 167.2 0,290.8,297.3,1028.8,0,1326.1
1350,WGK,WGK-2,Gadchiroli,0 1467.6,0,1467.6,0 19256.0 0,19256.0,3398,22654.0,0 2441.7 0,2441.7,0 421.1 0,421.1,0,2862.7,0,2862.7
1351,WGK,WGK-2,Nagpur,1066.9 1066.9,0,1066.9,7780.0 8337.0 0,16117.0,1790,17907.0,531.2 678.6 0,1209.8,538.2 137.5 0,675.6,1069.4,816.0,0,1885.4
1352,WGK,WGK-2,Gadchiroli,0 1322.3,0,1322.3,0 10080.5 0,10080.5,531,10611.0,0 1151.6 0,1151.6,0 379.7 0,379.7,0,1531.3,0,1531.3
1353,WGK,WGK-3,Nagpur,1223.2 0.0,0,1223.2,11574.0 0.0 0,11574.0,0,11574.0,730.8 0 0,730.8,1914.8 0.0 0,1914.8,2645.5,0,0,2645.5
1354,WGK,WGK-3,Gadchiroli,0 1494.1,0,1494.1,0 7772.1 0,7772.1,6359,14131.0,0 729.3 0,729.3,0 55.3 0,55.3,0,784.6,0,784.6
1355,WGK,WGK-3,Gadchiroli,0 1408.3,0,1408.3,0 7894.0 0,7894.0,11841,19735.0,0 960.5 0,960.5,0 86.4 0,86.4,0,1046.9,0,1046.9
1356,WGK,WGK-4,Gadchiroli,0 1356.7,0,1356.7,0 20301.5 0,20301.5,1069,21370.0,0 2250.9 0,2250.9,0 355.1 0,355.1,0,2606.0,0,2606.0
1357,WGK,WGK-4,Nagpur,1223.2 0.0,0,1223.2,46643.0 0.0 0,46643.0,2455,49098.0,2945.0 0 0,2945.0,3122.4 0.0 0,3122.4,6067.4,0,0,6067.4
1358,WGK,WGK-4,Gadchiroli,0 1494.1,0,1494.1,0 613.8 0,613.8,5524,6138.0,0 58.6 0,58.6,0 24.4 0,24.4,0,83.0,0,83.0
1359,WGK,WGK-5,Nagpur,1060.2 1060.2,0,1060.2,10341.0 6641.0 0,16982.0,1333,18315.0,835.4 450.6 0,1286.0,419.1 100.0 0,519.1,1254.5,550.6,0,1805.1
1360,WGK,WGK-6,Nagpur,1223.2 0.0,0,1223.2,10859.0 0.0 0,10859.0,0,10859.0,685.6 0 0,685.6,1640.5 0.0 0,1640.5,2326.1,0,0,2326.1
1361,WGK,WGK-6,Bhandara,0 1376.3,0,1376.3,0 2362.0 0,2362.0,124,2486.0,0 125.4 0,125.4,0 78.6 0,78.6,0,204.0,0,204.0
1362,WGK,WGK-7,Nagpur,1223.2 0.0,0,1223.2,12193.5 0.0 0,12193.5,0,12193.5,769.9 0 0,769.9,507.1 0.0 0,507.1,1277.0,0,0,1277.0
1363,WGK,WGK-8,Nagpur,0 1223.2,0,1223.2,0 1562.0 0,1562.0,173,1735.0,0 145.9 0,145.9,0 19.3 0,19.3,0,165.2,0,165.2
1364,WGKB,WGKB-0,Gadchiroli,0 1494.1,0,1494.1,0 3777.0 0,3777.0,8813,12590.0,0 374.5 0,374.5,0 106.5 0,106.5,0,481.0,0,481.0
1365,WGKD,WGKD-0,Gadchiroli,0 1459.8,0,1459.8,0 11395.8 0,11395.8,1266,12662.0,0 1437.3 0,1437.3,0 178.1 0,178.1,0,1615.4,0,1615.4
1366,WGKD,WGKD-0,Gadchiroli,0 1459.8,0,1459.8,0 7484.3 0,7484.3,153,7637.0,0 773.1 0,773.1,0 149.2 0,149.2,0,922.3,0,922.3
1367,WGKK,WGKK-0,Gadchiroli,0 1494.1,0,1494.1,0 2136.2 0,2136.2,8545,10681.0,0 183.8 0,183.8,0 15.1 0,15.1,0,198.9,0,198.9
1368,WGKK,WGKK-1,Nagpur,1060.2 1060.2,0,1060.2,6289.0 11768.0 0,18057.0,1511,19568.0,357.0 798.5 0,1155.5,392.6 349.7 0,742.2,749.5,1148.2,0,1897.7
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
1369,WGKK,WGKK-2,Nagpur,1060.2 1060.2,0,1060.2,1366.0 13195.0 0,14561.0,0,14561.0,92.7 724.7 0,817.4,52.7 591.6 0,644.3,145.4,1316.3,0,1461.7
1370,WGKK,WGKK-3,Nagpur,1223.2 1223.2,0,1223.2,3582.4 10196.1 0,13778.5,0,13778.5,334.7 798.2 0,1132.9,243.4 180.3 0,423.8,578.1,978.5,0,1556.7
1371,WGKKC,WGKKC-1,Nagpur,1060.2 1060.2,0,1060.2,836.0 13078.0 0,13914.0,1545,15459.0,74.6 1442.0 0,1516.6,235.8 583.1 0,818.9,310.4,2025.1,0,2335.5
1372,WGKKC,WGKKC-2,Nagpur,1060.2 1060.2,0,1060.2,3695.2 28455.8 0,32151.0,3884,36035.0,455.5 3594.9 0,4050.4,190.5 1527.9 0,1718.4,646.0,5122.8,0,5768.8
1373,WGKN,WGKN-1,Nagpur,0 1146.3,0,1146.3,0 5940.9 0,5940.9,2418,8358.9,0 519.1 0,519.1,0 55.2 0,55.2,0,574.3,0,574.3
1374,WGKN,WGKN-2,Nagpur,1274.3 1274.3,0,1274.3,243.0 17318.0 0,17561.0,2218,19779.0,18.7 1449.6 0,1468.3,53.9 309.4 0,363.3,72.6,1759.0,0,1831.6
1375,WGKN,WGKN-3,Nagpur,1274.3 1274.3,0,1274.3,1620.0 13386.0 0,15006.0,1823,16829.0,138.3 1143.0 0,1281.3,87.8 157.2 0,245.0,226.1,1300.2,0,1526.3
1376,WGKN,WGKN-4,Nagpur,1146.3 0.0,0,1146.3,10349.7 0.0 0,10349.7,4627,14976.7,614.2 0 0,614.2,1371.9 2.2 0,1374.0,1986.0,2.2,0,1988.2
1377,WGKN,WGKN-5,Nagpur,1274.3 0.0,0,1274.3,11196.0 0.0 0,11196.0,0,11196.0,733.6 0 0,733.6,691.1 0.0 0,691.1,1424.7,0,0,1424.7
1378,WGKP,WGKP-1,Nagpur,0 1066.9,0,1066.9,0 1538.0 0,1538.0,13087,14625.0,0 95.2 0,95.2,0 21.7 0,21.7,0,116.8,0,116.8
1379,WGKP,WGKP-2,Nagpur,1066.9 0.0,0,1066.9,7091.0 0.0 0,7091.0,4727,11818.0,391.2 0 0,391.2,1059.1 0.0 0,1059.1,1450.3,0,0,1450.3
1380,WGKP,WGKP-3,Nagpur,1066.9 1066.9,0,1066.9,5030.0 5725.0 0,10755.0,4608,15363.0,409.4 390.9 0,800.3,539.1 28.6 0,567.8,948.5,419.6,0,1368.1
1381,WGKP,WGKP-4,Nagpur,0 1223.2,0,1223.2,0 2333.0 0,2333.0,9750,12083.0,0 147.3 0,147.3,0 8.6 0,8.6,0,155.9,0,155.9
1382,WGKS,WGKS-1,Gadchiroli,0 1459.8,0,1459.8,0 17432.9 0,17432.9,176,17609.0,0 2198.8 0,2198.8,0 411.6 0,411.6,0,2610.3,0,2610.3
1383,WGKS,WGKS-2,Gadchiroli,0 1322.3,0,1322.3,0 19024.8 0,19024.8,192,19217.0,0 2173.4 0,2173.4,0 416.5 0,416.5,0,2590.0,0,2590.0
1384,WGKS,WGKS-3,Gadchiroli,0 1408.3,0,1408.3,0 6668.4 0,6668.4,10003,16671.0,0 811.4 0,811.4,0 84.3 0,84.3,0,895.7,0,895.7
1385,WGKST,WGKST-0,Gadchiroli,0 1459.8,0,1459.8,0 7535.9 0,7535.9,76,7612.0,0 950.5 0,950.5,0 48.2 0,48.2,0,998.7,0,998.7
1386,WGKT,WGKT-0,Gadchiroli,0 1436.9,0,1436.9,0 3724.8 0,3724.8,21107,24832.0,0 410.6 0,410.6,0 69.1 0,69.1,0,479.7,0,479.7
1387,WGL,WGL-0,Chandrapur,1232.4 1232.4,0,1232.4,10321.0 2072.0 0,12393.0,0,12393.0,972.3 163.4 0,1135.7,389.7 27.9 0,417.5,1362.0,191.3,0,1553.3
1388,WGM,WGM-1,Nagpur,0 1274.3,0,1235.4,526.0 16697.0 0,17223.0,1443,18666.0,0 814.7 0,814.7,42.5 140.8 0,183.4,42.5,955.5,0,998.1
1389,WGM,WGM-2,Chandrapur,0 1280.5,0,1280.5,0 7763.0 0,7763.0,3328,11091.0,0 760.0 0,760.0,0 153.2 0,153.2,0,913.2,0,913.2
1390,WGM,WGM-2,Nagpur,1274.3 1274.3,0,1274.3,1266.0 23407.0 0,24673.0,6976,31649.0,51.6 1142.1 0,1193.7,213.8 286.8 0,500.7,265.5,1428.9,0,1694.4
1391,WGM,WGM-2,Bhandara,0 1395.1,0,1395.1,0 7322.0 0,7322.0,800,8122.0,0 585.1 0,585.1,0.4 297.6 0,298.0,0.4,882.7,0,883.1
1392,WGM,WGM-3,Nagpur,0 1274.3,0,1274.3,0 4942.0 0,4942.0,639,5581.0,0 403.1 0,403.1,0 73.7 0,73.7,0,476.8,0,476.8
1393,WGP,WGP-0,Gadchiroli,1004.5 1004.5,0,1004.5,3883.0 8295.0 0,12178.0,0,12178.0,310.3 599.9 0,910.2,275.5 99.3 0,374.8,585.8,699.2,0,1285.0
1394,WGP,WGP-1,Gadchiroli,0 1222.8,0,1222.8,0 16360.5 0,16360.5,5454,21814.0,0 1722.8 0,1722.8,0 222.9 0,222.9,0,1945.7,0,1945.7
1395,WGP,WGP-2,Gadchiroli,0 1467.6,0,1467.6,0 8532.0 0,8532.0,5688,14220.0,0 1081.9 0,1081.9,0 245.3 0,245.3,0,1327.2,0,1327.2
1396,WGPA,WGPA-0,Gadchiroli,0 1373.3,0,1373.3,0 26551.8 0,26551.8,268,26820.0,0 3122.5 0,3122.5,0 475.4 0,475.4,0,3597.9,0,3597.9
1397,WGPK,WGPK-0,Gadchiroli,0 1494.1,0,1494.1,0 3634.8 0,3634.8,12539,16174.0,0 469.2 0,469.2,0 51.0 0,51.0,0,520.2,0,520.2
1398,WGPM,WGPM-1,Gadchiroli,0 1222.8,0,1222.8,0 8500.2 0,8500.2,5667,14167.0,0 748.4 0,748.4,0 82.5 0,82.5,0,830.9,0,830.9
1399,WGPM,WGPM-2,Gadchiroli,0 1313.2,0,1313.2,0 10677.0 0,10677.0,10677,21354.0,0 1211.5 0,1211.5,0 95.2 0,95.2,0,1306.7,0,1306.7
1400,WGPM,WGPM-3,Gadchiroli,0 1445.0,0,1445.0,0 13021.2 0,13021.2,19532,32553.0,0 1354.7 0,1354.7,0 10.5 0,10.5,0,1365.3,0,1365.3
1401,WGPS,WGPS-0,Gadchiroli,1004.5 1004.5,0,1004.5,721.0 16849.0 0,17570.0,5830,23400.0,41.7 1218.6 0,1260.3,103.4 151.9 0,255.2,145.1,1370.5,0,1515.6
1402,WGS,WGS-1,Nagpur,1223.2 1223.2,0,1223.2,1567.0 13497.0 0,15064.0,8111,23175.0,98.9 852.2 0,951.1,93.4 165.8 0,259.3,192.4,1018.0,0,1210.4
1403,WGS,WGS-2,Nagpur,1223.2 1223.2,0,1223.2,4474.0 8978.0 0,13452.0,3737,17189.0,282.5 566.9 0,849.4,234.4 165.8 0,400.3,516.9,732.7,0,1249.6
1404,WGS,WGS-2,Bhandara,1376.3 0.0,0,1376.3,8910.0 0.0 0,8910.0,0,8910.0,473.2 0 0,473.2,698.1 26.9 0,725.1,1171.3,26.9,0,1198.2
1405,WGS,WGS-3,Bhandara,1376.3 0.0,0,1376.3,9324.0 0.0 0,9324.0,0,9324.0,677.2 0 0,677.2,618.4 9.6 0,628.0,1295.6,9.6,0,1305.2
1406,WGS,WGS-3,Nagpur,1223.2 0.0,0,1223.2,11112.0 0.0 0,11112.0,584,11696.0,701.6 0 0,701.6,1563.6 0.0 0,1563.6,2265.2,0,0,2265.2
1407,WGS,WGS-4,Bhandara,1376.3 1376.3,0,1376.3,1089.0 10716.0 0,11805.0,1000,12805.0,86.1 664.5 0,750.5,33.4 590.9 0,624.2,119.4,1255.3,0,1374.8
1408,WGSG,WGSG-0,Bhandara,1376.3 1376.3,0,1376.3,6357.0 14239.0 0,20596.0,0,20596.0,337.6 756.2 0,1093.7,684.4 381.4 0,1065.7,1022.0,1137.5,0,2159.5
1409,WGW,WGW-1,Gondia,1406.5 1406.5,0,1406.5,3405.9 6995.1 0,10401.0,0,10401.0,247.9 629.7 0,877.6,795.1 87.6 0,882.7,1043.0,717.3,0,1760.3
1410,WGW,WGW-2,Gondia,1608.0 1608.0,0,1608.0,3526.3 14722.7 0,18249.0,300,18549.0,291.9 1393.4 0,1685.3,449.0 217.2 0,666.2,740.9,1610.6,0,2351.5
1411,WGW,WGW-3,Gondia,1608.0 1608.0,0,1608.0,2320.9 13397.1 0,15718.0,1525,17243.0,238.9 1378.7 0,1617.6,1018.4 45.4 0,1063.8,1257.2,1424.1,0,2681.4
1412,WGW,WGW-3,Gondia,1608.0 1608.0,0,1608.0,2492.4 10500.6 0,12993.0,630,13623.0,206.3 1133.6 0,1339.9,849.5 152.7 0,1002.2,1055.8,1286.3,0,2342.2
1413,WGW,WGW-4,Gondia,1608.0 1608.0,0,1608.0,2089.6 9173.4 0,11263.0,1625,12888.0,173.0 1128.7 0,1301.7,784.4 60.7 0,845.1,957.4,1189.4,0,2146.8
1414,WGW,WGW-5,Gondia,1498.3 1498.3,0,1498.3,320.3 16972.7 0,17293.0,70,17363.0,29.4 1442.1 0,1471.5,9.7 354.1 0,363.8,39.1,1796.2,0,1835.3
1415,WGW,WGW-6,Gondia,1498.3 1498.3,0,1498.3,678.5 16684.5 0,17363.0,0,17363.0,52.5 1934.8 0,1987.3,21.4 65.6 0,87.0,73.9,2000.4,0,2074.3
1416,WGW,WGW-7,Gondia,1498.3 1498.3,0,1498.3,1108.7 8461.3 0,9570.0,1950,11520.0,107.1 981.2 0,1088.4,85.8 73.7 0,159.5,193.0,1054.9,0,1247.8
1417,WGWK,WGWK-0,Gondia,1608.0 1608.0,0,1608.0,2650.2 7555.8 0,10206.0,5925,16131.0,245.8 777.6 0,1023.4,203.9 66.1 0,270.0,449.7,843.7,0,1293.4
1418,WGWP,WGWP-1,Gondia,1406.5 1406.5,0,1406.5,6736.2 14273.8 0,21010.0,1250,22260.0,656.6 1039.0 0,1695.6,1386.5 219.3 0,1605.9,2043.2,1258.3,0,3301.5
1419,WGWP,WGWP-2,Gondia,1406.5 1406.5,0,1406.5,1009.9 17969.1 0,18979.0,0,18979.0,73.5 1308.0 0,1381.5,496.6 439.9 0,936.5,570.1,1747.8,0,2317.9
1420,WGWP,WGWP-3,Gondia,0 1608.0,0,1608.0,0 16099.0 0,16099.0,0,16099.0,0 1752.7 0,1752.7,0 353.6 0,353.6,0,2106.4,0,2106.4
1421,WGWS,WGWS-0,Gondia,1498.3 1498.3,0,1498.3,300.6 14440.4 0,14741.0,200,14941.0,29.1 1116.4 0,1145.4,44.5 126.8 0,171.3,73.6,1243.2,0,1316.7
1422,WR,WR-1,Amravati,903.0 903.0,0,903.0,644.0 21152.0 0,21796.0,2148,23944.0,72.4 1986.4 0,2058.8,184.2 747.5 0,931.6,256.6,2733.9,0,2990.5
1423,WR,WR-1,Yawatmal,0 1113.3,0,1113.3,0 3177.7 0,3177.7,6,3183.7,0 316.9 0,316.9,0 33.5 0,33.5,0,350.3,0,350.3
1424,WR,WR-16,Chandrapur,1281.0 1281.0,0,1281.0,2853.0 26953.0 0,29806.0,1569,31375.0,209.8 1982.1 0,2191.9,208.7 192.5 0,401.2,418.5,2174.6,0,2593.0
1425,WR,WR-17,Chandrapur,1281.0 1281.0,0,1281.0,1320.0 23830.0 0,25150.0,0,25150.0,194.1 3504.8 0,3698.9,36.6 83.2 0,119.9,230.8,3588.0,0,3818.8
1426,WR,WR-18,Chandrapur,0 1281.0,0,1281.0,0 34409.0 0,34409.0,6072,40481.0,0 2530.4 0,2530.4,1.1 117.6 0,118.7,1.1,2648.0,0,2649.0
1427,WR,WR-19,Chandrapur,0 1281.0,0,1281.0,0 28396.0 0,28396.0,0,28396.0,0 2088.2 0,2088.2,0 100.9 0,100.9,0,2189.1,0,2189.1
1428,WR,WR-2,Amravati,903.0 903.0,0,903.0,2575.0 42604.0 0,45179.0,3691,48870.0,289.5 4001.0 0,4290.6,851.2 2732.5 0,3583.7,1140.8,6733.5,0,7874.3
1429,WR,WR-2,Yawatmal,1073.7 1073.7,0,1073.7,1212.0 17377.4 0,18589.4,4395,22984.3,135.3 1571.5 0,1706.8,37.9 222.0 0,259.9,173.2,1793.5,0,1966.7
